[Step 0] Agent 0 Action: 1, Reward: 0.0000
[Step 0] Agent 1 Action: 3, Reward: 0.0000
[Step 0] Agent 2 Action: 3, Reward: 0.0000
[Step 0] Agent 3 Action: 1, Reward: 0.0000
[Step 0] Adaptive green duration: 40
[InjectFault] TL TL1: Fault injected. Phase 1 changed from yyGGrr to yyGrrr. Flipped indices: [3]
[Simulate] Step 1: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[SetYellow] TL TL1: Set yellow phase 2 out of 4 phases.
[Simulate] Step 41: Queue length 1, Waiting time 11.0, Emergency Delay: 0.0
[Simulate] Step 42: Queue length 1, Waiting time 12.0, Emergency Delay: 0.0
[Simulate] Step 43: Queue length 1, Waiting time 13.0, Emergency Delay: 0.0
[Simulate] Step 44: Queue length 1, Waiting time 14.0, Emergency Delay: 0.0
[SetYellow] TL TL4: Set yellow phase 2 out of 4 phases.
[Simulate] Step 45: Queue length 1, Waiting time 15.0, Emergency Delay: 0.0
[Simulate] Step 46: Queue length 1, Waiting time 16.0, Emergency Delay: 0.0
[Simulate] Step 47: Queue length 1, Waiting time 17.0, Emergency Delay: 0.0
[Simulate] Step 48: Queue length 1, Waiting time 18.0, Emergency Delay: 0.0
[Step 48] Adaptive green duration: 42
[Simulate] Step 49: Queue length 1, Waiting time 19.0, Emergency Delay: 0.0
[Simulate] Step 50: Queue length 1, Waiting time 20.0, Emergency Delay: 0.0
[Simulate] Step 51: Queue length 1, Waiting time 21.0, Emergency Delay: 0.0
[Simulate] Step 52: Queue length 0, Waiting time 21.0, Emergency Delay: 0.0
[Simulate] Step 53: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 54: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 55: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 56: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 57: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 58: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 59: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 60: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 61: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 62: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 63: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 64: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 65: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 66: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 67: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 68: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 69: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 70: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 71: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 72: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 73: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 74: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 75: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 76: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 77: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 78: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 79: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 80: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 81: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 82: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 83: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 84: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 85: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 86: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 87: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 88: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 89: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 90: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Step 90] Agent 0 Action: 3, Reward: 0.0150
[Step 90] Agent 1 Action: 3, Reward: 0.0050
[Step 90] Agent 2 Action: 3, Reward: 0.0050
[Step 90] Agent 3 Action: 3, Reward: 0.0050
[Step 90] Adaptive green duration: 40
[Simulate] Step 91: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 92: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 93: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 94: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 95: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 96: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 97: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 98: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 99: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 100: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 101: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 102: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 103: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 104: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 105: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 106: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 107: Queue length 1, Waiting time 1.0, Emergency Delay: 0.0
[Simulate] Step 108: Queue length 1, Waiting time 2.0, Emergency Delay: 0.0
[Simulate] Step 109: Queue length 1, Waiting time 3.0, Emergency Delay: 0.0
[Simulate] Step 110: Queue length 1, Waiting time 4.0, Emergency Delay: 0.0
[Simulate] Step 111: Queue length 1, Waiting time 5.0, Emergency Delay: 0.0
[Simulate] Step 112: Queue length 1, Waiting time 6.0, Emergency Delay: 0.0
[Simulate] Step 113: Queue length 1, Waiting time 7.0, Emergency Delay: 0.0
[Simulate] Step 114: Queue length 1, Waiting time 8.0, Emergency Delay: 0.0
[Simulate] Step 115: Queue length 1, Waiting time 9.0, Emergency Delay: 0.0
[Simulate] Step 116: Queue length 1, Waiting time 10.0, Emergency Delay: 0.0
[Simulate] Step 117: Queue length 1, Waiting time 11.0, Emergency Delay: 0.0
[Simulate] Step 118: Queue length 1, Waiting time 12.0, Emergency Delay: 0.0
[Simulate] Step 119: Queue length 1, Waiting time 13.0, Emergency Delay: 0.0
[Simulate] Step 120: Queue length 1, Waiting time 14.0, Emergency Delay: 0.0
[Simulate] Step 121: Queue length 1, Waiting time 15.0, Emergency Delay: 0.0
[Simulate] Step 122: Queue length 1, Waiting time 16.0, Emergency Delay: 0.0
[Simulate] Step 123: Queue length 1, Waiting time 17.0, Emergency Delay: 0.0
[Simulate] Step 124: Queue length 1, Waiting time 18.0, Emergency Delay: 0.0
[Simulate] Step 125: Queue length 1, Waiting time 19.0, Emergency Delay: 0.0
[Simulate] Step 126: Queue length 1, Waiting time 20.0, Emergency Delay: 0.0
[Simulate] Step 127: Queue length 1, Waiting time 21.0, Emergency Delay: 0.0
[Simulate] Step 128: Queue length 1, Waiting time 22.0, Emergency Delay: 0.0
[Simulate] Step 129: Queue length 1, Waiting time 23.0, Emergency Delay: 0.0
[Simulate] Step 130: Queue length 1, Waiting time 24.0, Emergency Delay: 0.0
[Step 130] Agent 0 Action: 3, Reward: -0.0097
[Step 130] Agent 1 Action: 3, Reward: -0.0097
[Step 130] Agent 2 Action: 3, Reward: -0.0290
[Step 130] Agent 3 Action: 3, Reward: -0.0097
[Step 130] Adaptive green duration: 40
[Simulate] Step 131: Queue length 1, Waiting time 25.0, Emergency Delay: 0.0
[Simulate] Step 132: Queue length 1, Waiting time 26.0, Emergency Delay: 0.0
[Simulate] Step 133: Queue length 1, Waiting time 27.0, Emergency Delay: 0.0
[Simulate] Step 134: Queue length 1, Waiting time 28.0, Emergency Delay: 0.0
[Simulate] Step 135: Queue length 1, Waiting time 29.0, Emergency Delay: 0.0
[Simulate] Step 136: Queue length 1, Waiting time 30.0, Emergency Delay: 0.0
[Simulate] Step 137: Queue length 1, Waiting time 31.0, Emergency Delay: 0.0
[Simulate] Step 138: Queue length 1, Waiting time 32.0, Emergency Delay: 0.0
[Simulate] Step 139: Queue length 1, Waiting time 33.0, Emergency Delay: 0.0
[Simulate] Step 140: Queue length 1, Waiting time 34.0, Emergency Delay: 0.0
[Simulate] Step 141: Queue length 1, Waiting time 35.0, Emergency Delay: 0.0
[Simulate] Step 142: Queue length 1, Waiting time 36.0, Emergency Delay: 0.0
[Simulate] Step 143: Queue length 2, Waiting time 38.0, Emergency Delay: 0.0
[Simulate] Step 144: Queue length 2, Waiting time 40.0, Emergency Delay: 0.0
[Simulate] Step 145: Queue length 2, Waiting time 42.0, Emergency Delay: 0.0
[Simulate] Step 146: Queue length 2, Waiting time 44.0, Emergency Delay: 0.0
[Simulate] Step 147: Queue length 2, Waiting time 46.0, Emergency Delay: 0.0
[Simulate] Step 148: Queue length 2, Waiting time 48.0, Emergency Delay: 0.0
[Simulate] Step 149: Queue length 2, Waiting time 50.0, Emergency Delay: 0.0
[Simulate] Step 150: Queue length 2, Waiting time 52.0, Emergency Delay: 0.0
[Simulate] Step 151: Queue length 2, Waiting time 54.0, Emergency Delay: 0.0
[Simulate] Step 152: Queue length 2, Waiting time 56.0, Emergency Delay: 0.0
[Simulate] Step 153: Queue length 2, Waiting time 58.0, Emergency Delay: 0.0
[Simulate] Step 154: Queue length 1, Waiting time 59.0, Emergency Delay: 0.0
[Simulate] Step 155: Queue length 1, Waiting time 60.0, Emergency Delay: 0.0
[Simulate] Step 156: Queue length 1, Waiting time 61.0, Emergency Delay: 0.0
[Simulate] Step 157: Queue length 1, Waiting time 62.0, Emergency Delay: 0.0
[Simulate] Step 158: Queue length 1, Waiting time 63.0, Emergency Delay: 0.0
[Simulate] Step 159: Queue length 2, Waiting time 65.0, Emergency Delay: 0.0
[Simulate] Step 160: Queue length 2, Waiting time 67.0, Emergency Delay: 0.0
[Simulate] Step 161: Queue length 2, Waiting time 69.0, Emergency Delay: 0.0
[Simulate] Step 162: Queue length 2, Waiting time 71.0, Emergency Delay: 0.0
[Simulate] Step 163: Queue length 2, Waiting time 73.0, Emergency Delay: 0.0
[Simulate] Step 164: Queue length 2, Waiting time 75.0, Emergency Delay: 0.0
[Simulate] Step 165: Queue length 2, Waiting time 77.0, Emergency Delay: 0.0
[Simulate] Step 166: Queue length 2, Waiting time 79.0, Emergency Delay: 0.0
[Simulate] Step 167: Queue length 2, Waiting time 81.0, Emergency Delay: 0.0
[Simulate] Step 168: Queue length 2, Waiting time 83.0, Emergency Delay: 0.0
[Simulate] Step 169: Queue length 2, Waiting time 85.0, Emergency Delay: 0.0
[Simulate] Step 170: Queue length 2, Waiting time 87.0, Emergency Delay: 0.0
[Step 170] Agent 0 Action: 3, Reward: -0.0190
[Step 170] Agent 1 Action: 3, Reward: -0.0190
[Step 170] Agent 2 Action: 3, Reward: -0.0570
[Step 170] Agent 3 Action: 3, Reward: -0.0190
[Step 170] Adaptive green duration: 40
[Simulate] Step 171: Queue length 2, Waiting time 89.0, Emergency Delay: 0.0
[Simulate] Step 172: Queue length 2, Waiting time 91.0, Emergency Delay: 0.0
[Simulate] Step 173: Queue length 2, Waiting time 93.0, Emergency Delay: 0.0
[Simulate] Step 174: Queue length 3, Waiting time 96.0, Emergency Delay: 0.0
[Simulate] Step 175: Queue length 3, Waiting time 99.0, Emergency Delay: 0.0
[Simulate] Step 176: Queue length 3, Waiting time 102.0, Emergency Delay: 0.0
[Simulate] Step 177: Queue length 3, Waiting time 105.0, Emergency Delay: 0.0
[Simulate] Step 178: Queue length 3, Waiting time 108.0, Emergency Delay: 0.0
[Simulate] Step 179: Queue length 3, Waiting time 111.0, Emergency Delay: 0.0
[Simulate] Step 180: Queue length 3, Waiting time 114.0, Emergency Delay: 0.0
[Simulate] Step 181: Queue length 4, Waiting time 118.0, Emergency Delay: 0.0
[Simulate] Step 182: Queue length 4, Waiting time 122.0, Emergency Delay: 0.0
[Simulate] Step 183: Queue length 4, Waiting time 126.0, Emergency Delay: 0.0
[Simulate] Step 184: Queue length 4, Waiting time 130.0, Emergency Delay: 0.0
[Simulate] Step 185: Queue length 4, Waiting time 134.0, Emergency Delay: 0.0
[Simulate] Step 186: Queue length 4, Waiting time 138.0, Emergency Delay: 0.0
[Simulate] Step 187: Queue length 4, Waiting time 142.0, Emergency Delay: 0.0
[Simulate] Step 188: Queue length 4, Waiting time 146.0, Emergency Delay: 0.0
[Simulate] Step 189: Queue length 4, Waiting time 150.0, Emergency Delay: 0.0
[Simulate] Step 190: Queue length 4, Waiting time 154.0, Emergency Delay: 0.0
[Simulate] Step 191: Queue length 4, Waiting time 158.0, Emergency Delay: 0.0
[Simulate] Step 192: Queue length 4, Waiting time 162.0, Emergency Delay: 0.0
[Simulate] Step 193: Queue length 4, Waiting time 166.0, Emergency Delay: 0.0
[Simulate] Step 194: Queue length 4, Waiting time 170.0, Emergency Delay: 0.0
[Simulate] Step 195: Queue length 4, Waiting time 174.0, Emergency Delay: 0.0
[Simulate] Step 196: Queue length 4, Waiting time 178.0, Emergency Delay: 0.0
[Simulate] Step 197: Queue length 4, Waiting time 182.0, Emergency Delay: 0.0
[Simulate] Step 198: Queue length 4, Waiting time 186.0, Emergency Delay: 0.0
[Simulate] Step 199: Queue length 4, Waiting time 190.0, Emergency Delay: 0.0
[Simulate] Step 200: Queue length 4, Waiting time 194.0, Emergency Delay: 0.0
[Simulate] Step 201: Queue length 4, Waiting time 198.0, Emergency Delay: 0.0
[Simulate] Step 202: Queue length 4, Waiting time 202.0, Emergency Delay: 0.0
[Simulate] Step 203: Queue length 4, Waiting time 206.0, Emergency Delay: 0.0
[Simulate] Step 204: Queue length 4, Waiting time 210.0, Emergency Delay: 0.0
[Simulate] Step 205: Queue length 4, Waiting time 214.0, Emergency Delay: 0.0
[Simulate] Step 206: Queue length 4, Waiting time 218.0, Emergency Delay: 0.0
[Simulate] Step 207: Queue length 4, Waiting time 222.0, Emergency Delay: 0.0
[Simulate] Step 208: Queue length 4, Waiting time 226.0, Emergency Delay: 0.0
[Simulate] Step 209: Queue length 4, Waiting time 230.0, Emergency Delay: 0.0
[Simulate] Step 210: Queue length 4, Waiting time 234.0, Emergency Delay: 0.0
[Step 210] Agent 0 Action: 3, Reward: -0.0523
[Step 210] Agent 1 Action: 3, Reward: -0.0523
[Step 210] Agent 2 Action: 3, Reward: -0.1570
[Step 210] Agent 3 Action: 3, Reward: -0.0523
[Step 210] Adaptive green duration: 40
[Simulate] Step 211: Queue length 4, Waiting time 238.0, Emergency Delay: 0.0
[Simulate] Step 212: Queue length 4, Waiting time 242.0, Emergency Delay: 0.0
[Simulate] Step 213: Queue length 4, Waiting time 246.0, Emergency Delay: 0.0
[Simulate] Step 214: Queue length 4, Waiting time 250.0, Emergency Delay: 0.0
[Simulate] Step 215: Queue length 4, Waiting time 254.0, Emergency Delay: 0.0
[Simulate] Step 216: Queue length 4, Waiting time 258.0, Emergency Delay: 0.0
[Simulate] Step 217: Queue length 4, Waiting time 262.0, Emergency Delay: 0.0
[Simulate] Step 218: Queue length 4, Waiting time 266.0, Emergency Delay: 0.0
[Simulate] Step 219: Queue length 4, Waiting time 270.0, Emergency Delay: 0.0
[Simulate] Step 220: Queue length 4, Waiting time 274.0, Emergency Delay: 0.0
[Simulate] Step 221: Queue length 4, Waiting time 278.0, Emergency Delay: 0.0
[Simulate] Step 222: Queue length 4, Waiting time 282.0, Emergency Delay: 0.0
[Simulate] Step 223: Queue length 4, Waiting time 286.0, Emergency Delay: 0.0
[Simulate] Step 224: Queue length 4, Waiting time 290.0, Emergency Delay: 0.0
[Simulate] Step 225: Queue length 4, Waiting time 294.0, Emergency Delay: 0.0
[Simulate] Step 226: Queue length 4, Waiting time 298.0, Emergency Delay: 0.0
[Simulate] Step 227: Queue length 4, Waiting time 302.0, Emergency Delay: 0.0
[Simulate] Step 228: Queue length 4, Waiting time 306.0, Emergency Delay: 0.0
[Simulate] Step 229: Queue length 4, Waiting time 310.0, Emergency Delay: 0.0
[Simulate] Step 230: Queue length 4, Waiting time 314.0, Emergency Delay: 0.0
[Simulate] Step 231: Queue length 4, Waiting time 318.0, Emergency Delay: 0.0
[Simulate] Step 232: Queue length 4, Waiting time 322.0, Emergency Delay: 0.0
[Simulate] Step 233: Queue length 4, Waiting time 326.0, Emergency Delay: 0.0
[Simulate] Step 234: Queue length 4, Waiting time 330.0, Emergency Delay: 0.0
[Simulate] Step 235: Queue length 4, Waiting time 334.0, Emergency Delay: 0.0
[Simulate] Step 236: Queue length 4, Waiting time 338.0, Emergency Delay: 0.0
[Simulate] Step 237: Queue length 4, Waiting time 342.0, Emergency Delay: 0.0
[Simulate] Step 238: Queue length 4, Waiting time 346.0, Emergency Delay: 0.0
[Simulate] Step 239: Queue length 4, Waiting time 350.0, Emergency Delay: 0.0
[Simulate] Step 240: Queue length 4, Waiting time 354.0, Emergency Delay: 0.0
[Simulate] Step 241: Queue length 4, Waiting time 358.0, Emergency Delay: 0.0
[Simulate] Step 242: Queue length 4, Waiting time 362.0, Emergency Delay: 0.0
[Simulate] Step 243: Queue length 4, Waiting time 366.0, Emergency Delay: 0.0
[Simulate] Step 244: Queue length 4, Waiting time 370.0, Emergency Delay: 0.0
[Simulate] Step 245: Queue length 4, Waiting time 374.0, Emergency Delay: 0.0
[Simulate] Step 246: Queue length 4, Waiting time 378.0, Emergency Delay: 0.0
[Simulate] Step 247: Queue length 4, Waiting time 382.0, Emergency Delay: 0.0
[Simulate] Step 248: Queue length 4, Waiting time 386.0, Emergency Delay: 0.0
[Simulate] Step 249: Queue length 4, Waiting time 390.0, Emergency Delay: 0.0
[Simulate] Step 250: Queue length 4, Waiting time 394.0, Emergency Delay: 0.0
[Step 250] Agent 0 Action: 3, Reward: -0.0533
[Step 250] Agent 1 Action: 3, Reward: -0.0533
[Step 250] Agent 2 Action: 3, Reward: -0.1600
[Step 250] Agent 3 Action: 3, Reward: -0.0533
[Step 250] Adaptive green duration: 40
[Simulate] Step 251: Queue length 4, Waiting time 398.0, Emergency Delay: 0.0
[Simulate] Step 252: Queue length 4, Waiting time 402.0, Emergency Delay: 0.0
[Simulate] Step 253: Queue length 4, Waiting time 406.0, Emergency Delay: 0.0
[Simulate] Step 254: Queue length 4, Waiting time 410.0, Emergency Delay: 0.0
[Simulate] Step 255: Queue length 4, Waiting time 414.0, Emergency Delay: 0.0
[Simulate] Step 256: Queue length 4, Waiting time 418.0, Emergency Delay: 0.0
[Simulate] Step 257: Queue length 4, Waiting time 422.0, Emergency Delay: 0.0
[Simulate] Step 258: Queue length 4, Waiting time 426.0, Emergency Delay: 0.0
[Simulate] Step 259: Queue length 4, Waiting time 430.0, Emergency Delay: 0.0
[Simulate] Step 260: Queue length 4, Waiting time 434.0, Emergency Delay: 0.0
[Simulate] Step 261: Queue length 4, Waiting time 438.0, Emergency Delay: 0.0
[Simulate] Step 262: Queue length 4, Waiting time 442.0, Emergency Delay: 0.0
[Simulate] Step 263: Queue length 4, Waiting time 446.0, Emergency Delay: 0.0
[Simulate] Step 264: Queue length 4, Waiting time 450.0, Emergency Delay: 0.0
[Simulate] Step 265: Queue length 4, Waiting time 454.0, Emergency Delay: 0.0
[Simulate] Step 266: Queue length 4, Waiting time 458.0, Emergency Delay: 0.0
[Simulate] Step 267: Queue length 4, Waiting time 462.0, Emergency Delay: 0.0
[Simulate] Step 268: Queue length 5, Waiting time 467.0, Emergency Delay: 0.0
[Simulate] Step 269: Queue length 6, Waiting time 473.0, Emergency Delay: 0.0
[Simulate] Step 270: Queue length 6, Waiting time 479.0, Emergency Delay: 0.0
[Simulate] Step 271: Queue length 6, Waiting time 485.0, Emergency Delay: 0.0
[Simulate] Step 272: Queue length 6, Waiting time 491.0, Emergency Delay: 0.0
[Simulate] Step 273: Queue length 6, Waiting time 497.0, Emergency Delay: 0.0
[Simulate] Step 274: Queue length 6, Waiting time 503.0, Emergency Delay: 0.0
[Simulate] Step 275: Queue length 6, Waiting time 509.0, Emergency Delay: 0.0
[Simulate] Step 276: Queue length 6, Waiting time 515.0, Emergency Delay: 0.0
[Simulate] Step 277: Queue length 6, Waiting time 521.0, Emergency Delay: 0.0
[Simulate] Step 278: Queue length 6, Waiting time 527.0, Emergency Delay: 0.0
[Simulate] Step 279: Queue length 6, Waiting time 533.0, Emergency Delay: 0.0
[Simulate] Step 280: Queue length 6, Waiting time 539.0, Emergency Delay: 0.0
[Simulate] Step 281: Queue length 6, Waiting time 545.0, Emergency Delay: 0.0
[Simulate] Step 282: Queue length 6, Waiting time 551.0, Emergency Delay: 0.0
[Simulate] Step 283: Queue length 7, Waiting time 558.0, Emergency Delay: 0.0
[Simulate] Step 284: Queue length 7, Waiting time 565.0, Emergency Delay: 0.0
[Simulate] Step 285: Queue length 7, Waiting time 572.0, Emergency Delay: 0.0
[Simulate] Step 286: Queue length 7, Waiting time 579.0, Emergency Delay: 0.0
[Simulate] Step 287: Queue length 7, Waiting time 586.0, Emergency Delay: 0.0
[Simulate] Step 288: Queue length 7, Waiting time 593.0, Emergency Delay: 0.0
[Simulate] Step 289: Queue length 7, Waiting time 600.0, Emergency Delay: 0.0
[Simulate] Step 290: Queue length 7, Waiting time 607.0, Emergency Delay: 0.0
[Step 290] Agent 0 Action: 3, Reward: -0.0760
[Step 290] Agent 1 Action: 3, Reward: -0.0760
[Step 290] Agent 2 Action: 3, Reward: -0.2280
[Step 290] Agent 3 Action: 3, Reward: -0.0760
[Step 290] Adaptive green duration: 40
[Simulate] Step 291: Queue length 7, Waiting time 614.0, Emergency Delay: 0.0
[Simulate] Step 292: Queue length 7, Waiting time 621.0, Emergency Delay: 0.0
[Simulate] Step 293: Queue length 7, Waiting time 628.0, Emergency Delay: 0.0
[Simulate] Step 294: Queue length 7, Waiting time 635.0, Emergency Delay: 0.0
[Simulate] Step 295: Queue length 7, Waiting time 642.0, Emergency Delay: 0.0
[Simulate] Step 296: Queue length 7, Waiting time 649.0, Emergency Delay: 0.0
[Simulate] Step 297: Queue length 7, Waiting time 656.0, Emergency Delay: 0.0
[Simulate] Step 298: Queue length 7, Waiting time 663.0, Emergency Delay: 0.0
[Simulate] Step 299: Queue length 7, Waiting time 670.0, Emergency Delay: 0.0
[Simulate] Step 300: Queue length 7, Waiting time 677.0, Emergency Delay: 0.0
[Simulate] Step 301: Queue length 8, Waiting time 685.0, Emergency Delay: 0.0
[Simulate] Step 302: Queue length 8, Waiting time 693.0, Emergency Delay: 0.0
[Simulate] Step 303: Queue length 8, Waiting time 701.0, Emergency Delay: 0.0
[Simulate] Step 304: Queue length 8, Waiting time 709.0, Emergency Delay: 0.0
[Simulate] Step 305: Queue length 8, Waiting time 717.0, Emergency Delay: 0.0
[Simulate] Step 306: Queue length 8, Waiting time 725.0, Emergency Delay: 0.0
[Simulate] Step 307: Queue length 8, Waiting time 733.0, Emergency Delay: 0.0
