[Step 40] Adaptive green duration: 40
[Simulate] Step 41: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 42: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 43: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 44: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 45: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 46: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 47: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 48: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 49: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 50: Queue length 1, Waiting time 1.0, Emergency Delay: 0.0
[Simulate] Step 51: Queue length 1, Waiting time 2.0, Emergency Delay: 0.0
[Simulate] Step 52: Queue length 1, Waiting time 3.0, Emergency Delay: 0.0
[Simulate] Step 53: Queue length 1, Waiting time 4.0, Emergency Delay: 0.0
[Simulate] Step 54: Queue length 1, Waiting time 5.0, Emergency Delay: 0.0
[Simulate] Step 55: Queue length 1, Waiting time 6.0, Emergency Delay: 0.0
[Simulate] Step 56: Queue length 1, Waiting time 7.0, Emergency Delay: 0.0
[Simulate] Step 57: Queue length 1, Waiting time 8.0, Emergency Delay: 0.0
[Simulate] Step 58: Queue length 1, Waiting time 9.0, Emergency Delay: 0.0
[Simulate] Step 59: Queue length 1, Waiting time 10.0, Emergency Delay: 0.0
[Simulate] Step 60: Queue length 2, Waiting time 12.0, Emergency Delay: 0.0
[Simulate] Step 61: Queue length 2, Waiting time 14.0, Emergency Delay: 0.0
[Simulate] Step 62: Queue length 2, Waiting time 16.0, Emergency Delay: 0.0
[Simulate] Step 63: Queue length 2, Waiting time 18.0, Emergency Delay: 0.0
[Simulate] Step 64: Queue length 3, Waiting time 21.0, Emergency Delay: 0.0
[Simulate] Step 65: Queue length 4, Waiting time 25.0, Emergency Delay: 0.0
[Simulate] Step 66: Queue length 4, Waiting time 29.0, Emergency Delay: 0.0
[Simulate] Step 67: Queue length 4, Waiting time 33.0, Emergency Delay: 0.0
[Simulate] Step 68: Queue length 4, Waiting time 37.0, Emergency Delay: 0.0
[Simulate] Step 69: Queue length 4, Waiting time 41.0, Emergency Delay: 0.0
[Simulate] Step 70: Queue length 4, Waiting time 45.0, Emergency Delay: 0.0
[Simulate] Step 71: Queue length 4, Waiting time 49.0, Emergency Delay: 0.0
[Simulate] Step 72: Queue length 4, Waiting time 53.0, Emergency Delay: 0.0
[Simulate] Step 73: Queue length 4, Waiting time 57.0, Emergency Delay: 0.0
[Simulate] Step 74: Queue length 4, Waiting time 61.0, Emergency Delay: 0.0
[Simulate] Step 75: Queue length 4, Waiting time 65.0, Emergency Delay: 0.0
[Simulate] Step 76: Queue length 4, Waiting time 69.0, Emergency Delay: 0.0
[Simulate] Step 77: Queue length 4, Waiting time 73.0, Emergency Delay: 0.0
[Simulate] Step 78: Queue length 4, Waiting time 77.0, Emergency Delay: 0.0
[Simulate] Step 79: Queue length 4, Waiting time 81.0, Emergency Delay: 0.0
[Simulate] Step 80: Queue length 4, Waiting time 85.0, Emergency Delay: 0.0
[Step 80] Agent 0 Action: 2, Reward: -0.0877
[Step 80] Agent 1 Action: 2, Reward: -0.0523
[Step 80] Agent 2 Action: 2, Reward: -0.0350
[Step 80] Agent 3 Action: 2, Reward: -0.0350
[Step 80] Adaptive green duration: 50
[Simulate] Step 81: Queue length 4, Waiting time 89.0, Emergency Delay: 0.0
[Simulate] Step 82: Queue length 4, Waiting time 93.0, Emergency Delay: 0.0
[Simulate] Step 83: Queue length 4, Waiting time 97.0, Emergency Delay: 0.0
[Simulate] Step 84: Queue length 5, Waiting time 102.0, Emergency Delay: 0.0
[Simulate] Step 85: Queue length 5, Waiting time 107.0, Emergency Delay: 0.0
[Simulate] Step 86: Queue length 5, Waiting time 112.0, Emergency Delay: 0.0
[Simulate] Step 87: Queue length 5, Waiting time 117.0, Emergency Delay: 0.0
[Simulate] Step 88: Queue length 5, Waiting time 122.0, Emergency Delay: 0.0
[Simulate] Step 89: Queue length 5, Waiting time 127.0, Emergency Delay: 0.0
[Simulate] Step 90: Queue length 5, Waiting time 132.0, Emergency Delay: 0.0
[Simulate] Step 91: Queue length 5, Waiting time 137.0, Emergency Delay: 0.0
[Simulate] Step 92: Queue length 5, Waiting time 142.0, Emergency Delay: 0.0
[Simulate] Step 93: Queue length 5, Waiting time 147.0, Emergency Delay: 0.0
[Simulate] Step 94: Queue length 5, Waiting time 152.0, Emergency Delay: 0.0
[Simulate] Step 95: Queue length 5, Waiting time 157.0, Emergency Delay: 0.0
[Simulate] Step 96: Queue length 5, Waiting time 162.0, Emergency Delay: 0.0
[Simulate] Step 97: Queue length 5, Waiting time 167.0, Emergency Delay: 0.0
[Simulate] Step 98: Queue length 5, Waiting time 172.0, Emergency Delay: 0.0
[Simulate] Step 99: Queue length 5, Waiting time 177.0, Emergency Delay: 0.0
[Simulate] Step 100: Queue length 5, Waiting time 182.0, Emergency Delay: 0.0
[Simulate] Step 101: Queue length 5, Waiting time 187.0, Emergency Delay: 0.0
[Simulate] Step 102: Queue length 5, Waiting time 192.0, Emergency Delay: 0.0
[Simulate] Step 103: Queue length 5, Waiting time 197.0, Emergency Delay: 0.0
[Simulate] Step 104: Queue length 5, Waiting time 202.0, Emergency Delay: 0.0
[Simulate] Step 105: Queue length 5, Waiting time 207.0, Emergency Delay: 0.0
[Simulate] Step 106: Queue length 5, Waiting time 212.0, Emergency Delay: 0.0
[Simulate] Step 107: Queue length 6, Waiting time 218.0, Emergency Delay: 0.0
[Simulate] Step 108: Queue length 6, Waiting time 224.0, Emergency Delay: 0.0
[Simulate] Step 109: Queue length 6, Waiting time 230.0, Emergency Delay: 0.0
[Simulate] Step 110: Queue length 6, Waiting time 236.0, Emergency Delay: 0.0
[Simulate] Step 111: Queue length 7, Waiting time 243.0, Emergency Delay: 0.0
[Simulate] Step 112: Queue length 7, Waiting time 250.0, Emergency Delay: 0.0
[Simulate] Step 113: Queue length 7, Waiting time 257.0, Emergency Delay: 0.0
[Simulate] Step 114: Queue length 7, Waiting time 264.0, Emergency Delay: 0.0
[Simulate] Step 115: Queue length 7, Waiting time 271.0, Emergency Delay: 0.0
[Simulate] Step 116: Queue length 7, Waiting time 278.0, Emergency Delay: 0.0
[Simulate] Step 117: Queue length 8, Waiting time 286.0, Emergency Delay: 0.0
[Simulate] Step 118: Queue length 8, Waiting time 294.0, Emergency Delay: 0.0
[Simulate] Step 119: Queue length 8, Waiting time 302.0, Emergency Delay: 0.0
[Simulate] Step 120: Queue length 7, Waiting time 309.0, Emergency Delay: 0.0
[Simulate] Step 121: Queue length 7, Waiting time 316.0, Emergency Delay: 0.0
[Simulate] Step 122: Queue length 8, Waiting time 324.0, Emergency Delay: 0.0
[Simulate] Step 123: Queue length 8, Waiting time 332.0, Emergency Delay: 0.0
[Simulate] Step 124: Queue length 8, Waiting time 340.0, Emergency Delay: 0.0
[Simulate] Step 125: Queue length 9, Waiting time 349.0, Emergency Delay: 0.0
[Simulate] Step 126: Queue length 4, Waiting time 353.0, Emergency Delay: 0.0
[Simulate] Step 127: Queue length 0, Waiting time 92.0, Emergency Delay: 0.0
[Simulate] Step 128: Queue length 0, Waiting time 92.0, Emergency Delay: 0.0
[Simulate] Step 129: Queue length 0, Waiting time 92.0, Emergency Delay: 0.0
[Simulate] Step 130: Queue length 0, Waiting time 92.0, Emergency Delay: 0.0
[Step 130] Agent 0 Action: 2, Reward: 0.0877
[Step 130] Agent 1 Action: 2, Reward: 0.0523
[Step 130] Agent 2 Action: 0, Reward: 0.0350
[Step 130] Agent 3 Action: 2, Reward: 0.0350
[SetYellow] TL TL3: Set yellow phase 3 out of 4 phases.
[Simulate] Step 131: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 132: Queue length 1, Waiting time 1.0, Emergency Delay: 0.0
[Simulate] Step 133: Queue length 1, Waiting time 2.0, Emergency Delay: 0.0
[Simulate] Step 134: Queue length 1, Waiting time 3.0, Emergency Delay: 0.0
[Step 134] Adaptive green duration: 40
[Simulate] Step 135: Queue length 1, Waiting time 4.0, Emergency Delay: 0.0
[Simulate] Step 136: Queue length 2, Waiting time 6.0, Emergency Delay: 0.0
[Simulate] Step 137: Queue length 2, Waiting time 8.0, Emergency Delay: 0.0
[Simulate] Step 138: Queue length 2, Waiting time 10.0, Emergency Delay: 0.0
[Simulate] Step 139: Queue length 2, Waiting time 12.0, Emergency Delay: 0.0
[Simulate] Step 140: Queue length 2, Waiting time 14.0, Emergency Delay: 0.0
[Simulate] Step 141: Queue length 2, Waiting time 16.0, Emergency Delay: 0.0
[Simulate] Step 142: Queue length 2, Waiting time 18.0, Emergency Delay: 0.0
[Simulate] Step 143: Queue length 2, Waiting time 20.0, Emergency Delay: 0.0
[Simulate] Step 144: Queue length 2, Waiting time 22.0, Emergency Delay: 0.0
[Simulate] Step 145: Queue length 3, Waiting time 25.0, Emergency Delay: 0.0
[Simulate] Step 146: Queue length 3, Waiting time 28.0, Emergency Delay: 0.0
[Simulate] Step 147: Queue length 3, Waiting time 31.0, Emergency Delay: 0.0
[Simulate] Step 148: Queue length 3, Waiting time 34.0, Emergency Delay: 0.0
[Simulate] Step 149: Queue length 4, Waiting time 38.0, Emergency Delay: 0.0
[Simulate] Step 150: Queue length 4, Waiting time 42.0, Emergency Delay: 0.0
[Simulate] Step 151: Queue length 4, Waiting time 46.0, Emergency Delay: 0.0
[Simulate] Step 152: Queue length 4, Waiting time 50.0, Emergency Delay: 0.0
[Simulate] Step 153: Queue length 4, Waiting time 54.0, Emergency Delay: 0.0
[Simulate] Step 154: Queue length 5, Waiting time 59.0, Emergency Delay: 0.0
[Simulate] Step 155: Queue length 5, Waiting time 64.0, Emergency Delay: 0.0
[Simulate] Step 156: Queue length 5, Waiting time 69.0, Emergency Delay: 0.0
[Simulate] Step 157: Queue length 5, Waiting time 74.0, Emergency Delay: 0.0
[Simulate] Step 158: Queue length 5, Waiting time 79.0, Emergency Delay: 0.0
[Simulate] Step 159: Queue length 5, Waiting time 84.0, Emergency Delay: 0.0
[Simulate] Step 160: Queue length 5, Waiting time 89.0, Emergency Delay: 0.0
[Simulate] Step 161: Queue length 5, Waiting time 94.0, Emergency Delay: 0.0
[Simulate] Step 162: Queue length 5, Waiting time 99.0, Emergency Delay: 0.0
[Simulate] Step 163: Queue length 5, Waiting time 104.0, Emergency Delay: 0.0
[Simulate] Step 164: Queue length 5, Waiting time 109.0, Emergency Delay: 0.0
[Simulate] Step 165: Queue length 5, Waiting time 114.0, Emergency Delay: 0.0
[Simulate] Step 166: Queue length 5, Waiting time 119.0, Emergency Delay: 0.0
[Simulate] Step 167: Queue length 5, Waiting time 124.0, Emergency Delay: 0.0
[Simulate] Step 168: Queue length 5, Waiting time 129.0, Emergency Delay: 0.0
[Simulate] Step 169: Queue length 5, Waiting time 134.0, Emergency Delay: 0.0
[Simulate] Step 170: Queue length 5, Waiting time 139.0, Emergency Delay: 0.0
[Simulate] Step 171: Queue length 5, Waiting time 144.0, Emergency Delay: 0.0
[Simulate] Step 172: Queue length 5, Waiting time 149.0, Emergency Delay: 0.0
[Simulate] Step 173: Queue length 5, Waiting time 154.0, Emergency Delay: 0.0
[Simulate] Step 174: Queue length 6, Waiting time 160.0, Emergency Delay: 0.0
[Step 174] Agent 0 Action: 3, Reward: -0.0973
[Step 174] Agent 1 Action: 2, Reward: -0.0800
[Step 174] Agent 2 Action: 2, Reward: -0.1953
[Step 174] Agent 3 Action: 1, Reward: -0.1073
[SetYellow] TL TL1: Set yellow phase 3 out of 4 phases.
[Simulate] Step 175: Queue length 6, Waiting time 166.0, Emergency Delay: 0.0
[Simulate] Step 176: Queue length 6, Waiting time 172.0, Emergency Delay: 0.0
[Simulate] Step 177: Queue length 6, Waiting time 178.0, Emergency Delay: 0.0
[Simulate] Step 178: Queue length 5, Waiting time 183.0, Emergency Delay: 0.0
[SetYellow] TL TL3: Set yellow phase 1 out of 4 phases.
[Simulate] Step 179: Queue length 5, Waiting time 164.0, Emergency Delay: 0.0
[Simulate] Step 180: Queue length 4, Waiting time 168.0, Emergency Delay: 0.0
[Simulate] Step 181: Queue length 3, Waiting time 136.0, Emergency Delay: 0.0
[Simulate] Step 182: Queue length 1, Waiting time 137.0, Emergency Delay: 0.0
[SetYellow] TL TL4: Set yellow phase 3 out of 4 phases.
[Simulate] Step 183: Queue length 0, Waiting time 41.0, Emergency Delay: 0.0
[Simulate] Step 184: Queue length 0, Waiting time 41.0, Emergency Delay: 0.0
[Simulate] Step 185: Queue length 0, Waiting time 41.0, Emergency Delay: 0.0
[Simulate] Step 186: Queue length 0, Waiting time 34.0, Emergency Delay: 0.0
[Step 186] Adaptive green duration: 45
[Simulate] Step 187: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 188: Queue length 0, Waiting time 0.0, Emergency Delay: 0.0
[Simulate] Step 189: Queue length 1, Waiting time 1.0, Emergency Delay: 0.0
[Simulate] Step 190: Queue length 1, Waiting time 2.0, Emergency Delay: 0.0
[Simulate] Step 191: Queue length 1, Waiting time 3.0, Emergency Delay: 0.0
[Simulate] Step 192: Queue length 1, Waiting time 4.0, Emergency Delay: 0.0
[Simulate] Step 193: Queue length 1, Waiting time 5.0, Emergency Delay: 0.0
[Simulate] Step 194: Queue length 2, Waiting time 7.0, Emergency Delay: 0.0
[Simulate] Step 195: Queue length 3, Waiting time 10.0, Emergency Delay: 0.0
[Simulate] Step 196: Queue length 3, Waiting time 13.0, Emergency Delay: 0.0
[Simulate] Step 197: Queue length 3, Waiting time 16.0, Emergency Delay: 0.0
[Simulate] Step 198: Queue length 3, Waiting time 19.0, Emergency Delay: 0.0
[Simulate] Step 199: Queue length 3, Waiting time 22.0, Emergency Delay: 0.0
[Simulate] Step 200: Queue length 3, Waiting time 25.0, Emergency Delay: 0.0
[Simulate] Step 201: Queue length 3, Waiting time 28.0, Emergency Delay: 0.0
[Simulate] Step 202: Queue length 3, Waiting time 31.0, Emergency Delay: 0.0
[Simulate] Step 203: Queue length 3, Waiting time 34.0, Emergency Delay: 0.0
[Simulate] Step 204: Queue length 3, Waiting time 37.0, Emergency Delay: 0.0
[Simulate] Step 205: Queue length 3, Waiting time 40.0, Emergency Delay: 0.0
[Simulate] Step 206: Queue length 3, Waiting time 43.0, Emergency Delay: 0.0
[Simulate] Step 207: Queue length 2, Waiting time 45.0, Emergency Delay: 0.0
[Simulate] Step 208: Queue length 2, Waiting time 47.0, Emergency Delay: 0.0
[Simulate] Step 209: Queue length 2, Waiting time 49.0, Emergency Delay: 0.0
[Simulate] Step 210: Queue length 2, Waiting time 51.0, Emergency Delay: 0.0
[Simulate] Step 211: Queue length 3, Waiting time 54.0, Emergency Delay: 0.0
[Simulate] Step 212: Queue length 3, Waiting time 57.0, Emergency Delay: 0.0
[Simulate] Step 213: Queue length 3, Waiting time 60.0, Emergency Delay: 0.0
[Simulate] Step 214: Queue length 3, Waiting time 63.0, Emergency Delay: 0.0
[Simulate] Step 215: Queue length 4, Waiting time 67.0, Emergency Delay: 0.0
[Simulate] Step 216: Queue length 4, Waiting time 71.0, Emergency Delay: 0.0
[Simulate] Step 217: Queue length 4, Waiting time 75.0, Emergency Delay: 0.0
[Simulate] Step 218: Queue length 5, Waiting time 80.0, Emergency Delay: 0.0
[Simulate] Step 219: Queue length 5, Waiting time 85.0, Emergency Delay: 0.0
[Simulate] Step 220: Queue length 6, Waiting time 91.0, Emergency Delay: 0.0
[Simulate] Step 221: Queue length 6, Waiting time 97.0, Emergency Delay: 0.0
[Simulate] Step 222: Queue length 6, Waiting time 103.0, Emergency Delay: 0.0
[Simulate] Step 223: Queue length 6, Waiting time 109.0, Emergency Delay: 0.0
[Simulate] Step 224: Queue length 6, Waiting time 115.0, Emergency Delay: 0.0
[Simulate] Step 225: Queue length 6, Waiting time 121.0, Emergency Delay: 0.0
[Simulate] Step 226: Queue length 7, Waiting time 128.0, Emergency Delay: 0.0
[Simulate] Step 227: Queue length 7, Waiting time 135.0, Emergency Delay: 0.0
[Simulate] Step 228: Queue length 7, Waiting time 142.0, Emergency Delay: 0.0
[Simulate] Step 229: Queue length 7, Waiting time 149.0, Emergency Delay: 0.0
[Simulate] Step 230: Queue length 7, Waiting time 156.0, Emergency Delay: 0.0
[Simulate] Step 231: Queue length 9, Waiting time 165.0, Emergency Delay: 0.0
[Step 231] Agent 0 Action: 2, Reward: -0.0517
[Step 231] Agent 1 Action: 2, Reward: -0.1017
[Step 231] Agent 2 Action: 2, Reward: 0.0463
[Step 231] Agent 3 Action: 2, Reward: -0.1070
[SetYellow] TL TL1: Set yellow phase 0 out of 4 phases.
[Simulate] Step 232: Queue length 7, Waiting time 172.0, Emergency Delay: 0.0
[Simulate] Step 233: Queue length 7, Waiting time 102.0, Emergency Delay: 0.0
[Simulate] Step 234: Queue length 6, Waiting time 108.0, Emergency Delay: 0.0
[Simulate] Step 235: Queue length 4, Waiting time 112.0, Emergency Delay: 0.0
[SetYellow] TL TL4: Set yellow phase 2 out of 4 phases.
[Simulate] Step 236: Queue length 4, Waiting time 116.0, Emergency Delay: 0.0
[Simulate] Step 237: Queue length 4, Waiting time 120.0, Emergency Delay: 0.0
[Simulate] Step 238: Queue length 5, Waiting time 110.0, Emergency Delay: 0.0
[Simulate] Step 239: Queue length 5, Waiting time 115.0, Emergency Delay: 0.0
[Step 239] Adaptive green duration: 40
[Simulate] Step 240: Queue length 5, Waiting time 120.0, Emergency Delay: 0.0
[Simulate] Step 241: Queue length 5, Waiting time 118.0, Emergency Delay: 0.0
[Simulate] Step 242: Queue length 6, Waiting time 124.0, Emergency Delay: 0.0
[Simulate] Step 243: Queue length 6, Waiting time 130.0, Emergency Delay: 0.0
[Simulate] Step 244: Queue length 7, Waiting time 137.0, Emergency Delay: 0.0
[Simulate] Step 245: Queue length 7, Waiting time 144.0, Emergency Delay: 0.0
[Simulate] Step 246: Queue length 7, Waiting time 151.0, Emergency Delay: 0.0
[Simulate] Step 247: Queue length 7, Waiting time 158.0, Emergency Delay: 0.0
[Simulate] Step 248: Queue length 7, Waiting time 165.0, Emergency Delay: 0.0
[Simulate] Step 249: Queue length 7, Waiting time 172.0, Emergency Delay: 0.0
[Simulate] Step 250: Queue length 7, Waiting time 179.0, Emergency Delay: 0.0
[Simulate] Step 251: Queue length 8, Waiting time 187.0, Emergency Delay: 0.0
[Simulate] Step 252: Queue length 8, Waiting time 195.0, Emergency Delay: 0.0
[Simulate] Step 253: Queue length 8, Waiting time 203.0, Emergency Delay: 0.0
[Simulate] Step 254: Queue length 8, Waiting time 211.0, Emergency Delay: 0.0
[Simulate] Step 255: Queue length 8, Waiting time 219.0, Emergency Delay: 0.0
[Simulate] Step 256: Queue length 9, Waiting time 228.0, Emergency Delay: 0.0
[Simulate] Step 257: Queue length 9, Waiting time 237.0, Emergency Delay: 0.0
[Simulate] Step 258: Queue length 9, Waiting time 246.0, Emergency Delay: 0.0
[Simulate] Step 259: Queue length 10, Waiting time 256.0, Emergency Delay: 0.0
[Simulate] Step 260: Queue length 10, Waiting time 266.0, Emergency Delay: 0.0
[Simulate] Step 261: Queue length 10, Waiting time 276.0, Emergency Delay: 0.0
[Simulate] Step 262: Queue length 10, Waiting time 286.0, Emergency Delay: 0.0
[Simulate] Step 263: Queue length 10, Waiting time 296.0, Emergency Delay: 0.0
[Simulate] Step 264: Queue length 10, Waiting time 306.0, Emergency Delay: 0.0
[Simulate] Step 265: Queue length 10, Waiting time 316.0, Emergency Delay: 0.0
[Simulate] Step 266: Queue length 10, Waiting time 326.0, Emergency Delay: 0.0
[Simulate] Step 267: Queue length 10, Waiting time 336.0, Emergency Delay: 0.0
[Simulate] Step 268: Queue length 10, Waiting time 346.0, Emergency Delay: 0.0
[Simulate] Step 269: Queue length 10, Waiting time 356.0, Emergency Delay: 0.0
[Simulate] Step 270: Queue length 10, Waiting time 366.0, Emergency Delay: 0.0
[Simulate] Step 271: Queue length 11, Waiting time 377.0, Emergency Delay: 0.0
[Simulate] Step 272: Queue length 11, Waiting time 388.0, Emergency Delay: 0.0
[Simulate] Step 273: Queue length 13, Waiting time 401.0, Emergency Delay: 0.0
[Simulate] Step 274: Queue length 14, Waiting time 415.0, Emergency Delay: 0.0
[Simulate] Step 275: Queue length 14, Waiting time 429.0, Emergency Delay: 0.0
[Simulate] Step 276: Queue length 14, Waiting time 443.0, Emergency Delay: 0.0
[Simulate] Step 277: Queue length 14, Waiting time 457.0, Emergency Delay: 0.0
[Simulate] Step 278: Queue length 14, Waiting time 471.0, Emergency Delay: 0.0
[Simulate] Step 279: Queue length 14, Waiting time 485.0, Emergency Delay: 0.0
[Step 279] Agent 0 Action: 2, Reward: -0.1763
[Step 279] Agent 1 Action: 2, Reward: -0.0503
[Step 279] Agent 2 Action: 2, Reward: -0.0877
[Step 279] Agent 3 Action: 2, Reward: -0.2117
[Step 279] Adaptive green duration: 50
[Simulate] Step 280: Queue length 14, Waiting time 499.0, Emergency Delay: 0.0
[Simulate] Step 281: Queue length 14, Waiting time 513.0, Emergency Delay: 0.0
[Simulate] Step 282: Queue length 14, Waiting time 527.0, Emergency Delay: 0.0
[Simulate] Step 283: Queue length 14, Waiting time 541.0, Emergency Delay: 0.0
[Simulate] Step 284: Queue length 14, Waiting time 555.0, Emergency Delay: 0.0
[Simulate] Step 285: Queue length 14, Waiting time 569.0, Emergency Delay: 0.0
[Simulate] Step 286: Queue length 15, Waiting time 584.0, Emergency Delay: 0.0
[Simulate] Step 287: Queue length 15, Waiting time 599.0, Emergency Delay: 0.0
[Simulate] Step 288: Queue length 15, Waiting time 614.0, Emergency Delay: 0.0
[Simulate] Step 289: Queue length 15, Waiting time 629.0, Emergency Delay: 0.0
[Simulate] Step 290: Queue length 15, Waiting time 644.0, Emergency Delay: 0.0
[Simulate] Step 291: Queue length 15, Waiting time 659.0, Emergency Delay: 0.0
[Simulate] Step 292: Queue length 15, Waiting time 674.0, Emergency Delay: 0.0
[Simulate] Step 293: Queue length 16, Waiting time 690.0, Emergency Delay: 0.0
[Simulate] Step 294: Queue length 16, Waiting time 706.0, Emergency Delay: 0.0
[Simulate] Step 295: Queue length 16, Waiting time 722.0, Emergency Delay: 0.0
[Simulate] Step 296: Queue length 16, Waiting time 738.0, Emergency Delay: 0.0
[Simulate] Step 297: Queue length 16, Waiting time 754.0, Emergency Delay: 0.0
[Simulate] Step 298: Queue length 16, Waiting time 770.0, Emergency Delay: 0.0
[Simulate] Step 299: Queue length 16, Waiting time 786.0, Emergency Delay: 0.0
[Simulate] Step 300: Queue length 16, Waiting time 802.0, Emergency Delay: 0.0
[Simulate] Step 301: Queue length 16, Waiting time 818.0, Emergency Delay: 0.0
[Simulate] Step 302: Queue length 17, Waiting time 835.0, Emergency Delay: 0.0
[Simulate] Step 303: Queue length 17, Waiting time 852.0, Emergency Delay: 0.0
[Simulate] Step 304: Queue length 17, Waiting time 869.0, Emergency Delay: 0.0
[Simulate] Step 305: Queue length 17, Waiting time 886.0, Emergency Delay: 0.0
[Simulate] Step 306: Queue length 18, Waiting time 904.0, Emergency Delay: 0.0
[Simulate] Step 307: Queue length 18, Waiting time 922.0, Emergency Delay: 0.0
[Simulate] Step 308: Queue length 18, Waiting time 940.0, Emergency Delay: 0.0
[Simulate] Step 309: Queue length 18, Waiting time 958.0, Emergency Delay: 0.0
[Simulate] Step 310: Queue length 18, Waiting time 976.0, Emergency Delay: 0.0
[Simulate] Step 311: Queue length 18, Waiting time 994.0, Emergency Delay: 0.0
[Simulate] Step 312: Queue length 19, Waiting time 1013.0, Emergency Delay: 0.0
[Simulate] Step 313: Queue length 19, Waiting time 1032.0, Emergency Delay: 0.0
